land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,wall_fence,room_size,property_value
224,218,3,1,1,0,0,1,1,1,219537
340,338,5,5,1,1,1,1,1,3,277907
238,210,3,1,1,1,0,1,1,2,211416
262,228,4,4,1,1,0,1,0,3,189941
243,233,5,3,1,1,1,1,1,1,224086
313,275,5,3,1,1,1,1,1,3,272154
167,161,2,3,0,1,0,0,1,2,143649
244,219,4,3,1,1,1,1,1,3,231319
268,267,5,2,0,1,1,1,1,1,216375
280,278,4,5,1,1,1,1,1,3,246732
297,272,4,3,1,1,1,1,0,2,213996
251,227,4,4,1,1,0,1,1,2,203900
325,302,5,5,0,1,0,1,1,2,256846
575,471,8,6,1,1,1,1,1,2,489723
270,242,4,3,1,1,0,1,1,3,250441
197,170,3,1,0,1,0,1,1,1,159223
599,589,7,4,1,1,1,1,1,3,465681
275,238,4,2,1,1,1,1,1,3,221222
301,284,5,3,1,1,1,1,1,1,251825
289,262,5,4,0,1,1,1,0,2,250166
224,198,4,3,1,1,1,0,1,3,196213
315,314,6,6,1,1,1,1,1,2,264413
192,177,3,4,1,0,0,1,1,1,159268
269,239,5,4,1,1,1,1,1,2,240800
212,192,3,3,1,0,0,0,1,1,151655
102,94,1,1,0,1,0,0,0,1,72571
123,118,2,1,0,0,0,0,0,2,88075
215,209,4,4,1,1,1,1,0,3,161759
196,174,4,4,1,1,0,1,1,3,176302
234,204,4,5,1,1,1,1,1,2,238051
327,295,5,5,1,1,1,1,1,2,282426
302,261,4,5,0,1,1,1,1,3,249960
270,241,5,4,1,1,1,1,0,1,218051
329,283,5,4,1,1,1,1,1,2,281500
240,236,3,3,0,0,0,0,1,1,173374
235,208,4,3,1,1,1,1,1,3,203272
172,167,3,1,1,0,1,0,0,1,135849
260,245,5,4,1,1,1,1,1,2,237952
202,196,4,2,1,1,0,1,1,3,172404
207,185,3,4,1,1,0,1,0,2,166035
192,175,3,1,1,1,0,0,0,1,144004
197,187,4,4,1,1,1,1,1,3,164126
234,203,5,5,1,1,0,1,1,1,175507
276,250,4,3,1,1,0,1,0,2,215643
221,218,3,2,1,0,0,1,0,2,157810
252,237,4,3,1,1,1,1,1,3,248719
125,110,1,2,1,0,0,0,0,1,80934
287,270,4,3,1,1,1,1,1,3,244146
312,277,5,5,0,1,1,1,1,3,255915
143,138,1,1,1,0,1,0,0,2,141155
347,323,5,3,1,1,1,1,1,3,273068
185,171,3,1,0,1,0,0,0,1,120554
252,223,5,2,1,1,1,0,1,2,237959
320,311,6,6,1,1,1,1,1,2,267726
293,257,4,3,0,1,1,1,1,3,267118
285,257,4,2,1,1,1,1,1,3,233229
170,151,3,4,0,1,1,0,0,2,130394
188,182,2,3,0,0,0,0,0,1,136055
313,298,6,4,1,1,1,1,1,2,326691
256,219,4,4,1,1,1,0,0,3,184557
398,352,6,7,1,1,1,1,1,2,332103
162,138,3,3,1,1,0,0,0,2,123017
239,230,4,5,1,1,1,1,0,3,189460
163,143,3,2,0,1,0,0,1,2,131708
268,239,4,5,0,1,1,1,0,3,202972
108,97,1,1,0,1,0,0,0,1,83576
337,330,5,3,1,1,1,0,1,1,251870
121,121,1,2,0,0,0,0,0,2,72476
150,134,2,1,0,1,0,0,0,1,122372
258,226,4,3,0,1,1,1,1,2,225788
332,287,5,4,1,1,1,1,0,1,250250
727,609,8,9,1,1,1,1,1,2,608706
187,159,3,2,1,1,1,0,0,1,141688
310,271,4,5,1,1,1,0,1,3,225231
210,188,4,4,1,1,1,1,0,3,163566
170,145,3,3,0,1,0,1,1,1,152596
360,317,5,3,1,1,1,1,1,2,297165
497,434,7,7,1,1,1,1,1,2,413158
225,192,3,3,0,0,1,0,1,1,173482
580,524,7,6,1,1,1,1,1,3,463502
142,130,2,1,0,1,0,0,0,0,95020
169,160,2,1,1,0,1,0,1,0,124719
219,213,4,3,1,1,1,1,0,3,180284
262,234,5,2,1,1,1,1,1,3,223417
662,582,8,5,1,1,1,1,1,2,534878
279,262,4,2,1,1,1,1,1,2,239157
293,250,4,5,0,1,1,1,1,3,241538
229,227,3,3,1,0,0,1,0,2,168707
269,242,4,4,1,1,1,1,1,2,231478
144,140,2,1,1,0,1,0,0,2,130994
273,255,5,2,1,1,1,1,1,2,244333
229,215,4,5,1,1,1,1,1,3,194807
307,285,4,3,1,1,0,1,0,2,237212
280,243,4,3,1,1,0,1,0,2,204517
354,328,5,2,1,1,0,1,1,1,330284
253,252,4,3,0,1,1,1,1,3,212934
301,289,4,4,1,1,1,0,1,2,240623
561,511,7,4,1,1,1,1,1,3,455444
100,85,1,1,0,1,0,0,0,1,87039
277,239,5,4,1,1,1,1,1,2,261959
139,125,2,3,0,1,0,1,0,0,111287
149,135,2,3,1,1,1,0,0,2,121788
233,215,5,2,0,1,1,1,1,3,207765
269,247,5,5,1,1,1,1,1,1,228414
212,197,4,3,1,1,1,1,0,2,172904
132,131,1,1,1,0,0,0,1,1,98257
174,165,2,1,0,1,1,0,1,0,134528
136,128,2,1,0,1,1,0,0,1,101071
123,110,2,2,1,1,0,0,1,3,110493
277,275,4,5,0,0,1,1,1,2,238480
207,187,4,3,1,1,1,1,1,3,182787
234,215,5,5,1,1,1,0,1,3,180616
253,229,4,5,1,1,1,1,1,3,230946
180,174,3,2,0,1,0,1,1,1,147112
239,216,3,2,0,1,0,1,1,2,205273
197,170,4,2,1,1,1,1,1,3,178080
273,265,4,5,1,1,1,1,1,3,271582
154,146,3,3,0,1,1,0,0,2,137755
127,120,2,2,0,1,0,1,0,3,106822
306,277,4,2,1,1,0,1,1,2,267875
272,242,4,4,1,1,1,1,1,3,245338
225,210,4,3,1,1,0,0,0,2,143693
220,205,3,2,1,1,0,1,1,1,193430
711,704,8,7,1,1,1,1,1,3,581364
331,291,5,3,1,1,1,1,1,2,289985
154,145,2,2,1,0,0,0,0,1,109198
167,159,3,2,0,1,1,0,1,1,136441
424,411,6,7,1,1,1,1,1,3,355698
157,138,2,2,0,1,1,0,0,2,108982
193,175,3,3,1,0,0,0,1,2,131935
236,228,3,4,1,1,1,0,1,2,190176
322,303,5,2,0,1,1,1,1,1,264079
466,416,8,8,1,1,1,1,1,3,394632
293,259,4,3,1,1,1,1,1,3,257654
305,276,4,5,1,1,1,1,1,2,270820
276,261,5,3,1,1,1,1,1,2,234685
152,143,2,1,0,0,0,1,0,1,115476
111,111,1,1,1,0,1,0,0,0,70642
347,314,5,3,1,1,1,0,1,2,296776
246,219,4,2,1,1,1,1,0,2,198251
280,275,5,3,1,0,0,1,1,3,230031
271,238,5,2,1,1,1,0,1,1,207572
258,232,5,2,1,1,1,1,1,3,220469
295,287,4,2,1,1,1,0,1,2,250804
339,336,5,4,1,1,1,1,1,1,289637
197,174,3,1,0,1,1,0,1,2,172623
120,106,1,2,0,0,0,0,0,2,76560
219,189,3,2,0,1,0,1,0,1,167927
269,250,4,5,0,1,1,1,0,2,218935
139,139,1,2,0,0,0,0,0,2,113043
239,221,3,3,0,1,0,0,0,1,192618
136,122,1,1,0,1,0,1,0,1,104921
184,172,2,1,0,0,0,1,0,1,145489
241,218,5,4,1,1,1,1,1,1,211703
250,245,4,5,1,0,1,1,1,3,208423
140,126,2,1,0,1,1,0,0,2,110172
333,286,5,4,1,1,0,1,0,2,257095
459,431,6,7,1,1,1,1,1,3,380921
234,231,3,3,0,0,0,1,1,2,203167
303,291,4,4,0,1,0,0,1,3,239045
193,172,4,5,1,1,1,1,1,2,210974
252,246,5,3,1,1,1,1,1,1,207632
264,252,4,5,1,1,1,1,1,3,206730
107,104,1,2,0,0,0,0,0,0,69865
307,285,4,2,1,1,1,1,1,2,283151
359,337,5,2,0,1,1,1,1,3,290568
190,165,4,5,1,1,1,1,1,3,173162
103,100,1,1,0,0,0,0,1,0,74559
213,188,4,4,1,1,1,1,0,3,213584
440,386,6,5,1,1,1,1,1,2,403785
273,266,5,4,1,1,1,1,1,2,248054
262,255,5,3,1,1,1,1,1,3,217475
238,213,3,1,0,1,0,0,1,1,177809
239,231,3,1,1,1,0,1,0,1,197037
345,313,5,3,1,1,1,1,1,1,302827
181,160,3,2,0,1,0,1,0,1,141026
221,198,3,2,1,1,0,0,1,1,168497
234,211,3,3,1,0,0,1,0,1,177829
238,215,5,5,1,1,1,1,1,3,215836
390,339,6,7,1,1,1,1,1,3,314218
220,206,3,3,0,0,0,1,0,2,154240
266,264,4,3,1,1,1,0,1,3,185361
212,209,4,3,1,1,1,0,1,3,174257
305,292,4,5,0,1,1,1,1,2,256670
102,92,1,2,0,0,0,1,1,0,89041
335,324,5,2,1,1,1,1,0,1,226368
154,154,2,3,0,0,1,0,1,2,114854
132,131,1,2,0,0,0,0,0,0,92457
297,292,4,5,1,1,0,1,1,2,270362
128,114,1,2,0,0,0,0,0,0,69503
149,149,2,3,1,0,1,0,0,0,116028
283,253,4,5,0,1,0,1,0,2,218600
318,304,5,3,1,1,1,1,1,2,267990
721,622,8,6,1,1,1,1,1,3,537221
246,217,5,2,1,1,1,1,1,1,250239
121,108,2,2,1,1,1,0,1,3,105844
271,238,4,3,1,1,1,1,1,2,245528
352,312,6,4,1,1,1,1,1,3,277853
462,396,7,7,1,1,1,1,0,2,370807
238,236,3,2,1,0,0,0,0,2,170168
269,252,4,5,1,1,1,1,1,2,216212
341,310,5,3,1,1,1,1,1,3,301948
176,166,3,4,1,1,0,0,1,1,147575
193,170,4,4,1,1,1,0,1,3,182521
359,359,5,3,1,1,1,1,1,1,298404
237,222,3,1,1,1,0,0,0,1,141207
447,401,6,5,0,1,1,1,1,2,381777
129,113,2,2,0,0,0,1,0,2,128015
338,288,5,4,0,1,1,1,1,1,271162
259,237,4,3,1,1,1,0,1,3,177647
431,384,8,9,1,1,1,1,1,2,389483
247,213,4,3,1,1,1,1,0,2,196856
155,143,2,2,0,1,0,0,1,0,105260
194,180,3,4,0,0,0,1,0,2,163416
315,301,5,3,1,1,1,1,1,1,251850
275,251,4,5,1,1,0,1,1,2,239319
129,128,1,2,0,0,0,0,0,0,83901
107,99,1,1,1,0,0,0,0,0,63608
154,144,3,3,1,1,1,0,0,1,105703
596,583,7,7,1,1,1,1,1,3,494517
138,135,1,2,0,0,0,1,0,1,117978
160,151,2,2,1,1,0,0,0,0,109283
231,224,4,2,1,1,1,1,1,2,208927
127,114,1,2,0,1,0,0,0,0,81724
285,283,4,4,1,1,1,1,1,3,250933
259,228,4,5,0,1,1,1,1,2,218755
179,164,2,3,0,0,0,0,0,1,116458
235,219,4,5,1,1,1,1,1,3,197398
271,252,5,5,1,1,1,1,1,2,250817
150,130,3,1,0,1,1,0,1,1,135144
237,226,4,3,1,1,1,1,1,3,220900
116,109,1,1,1,1,0,0,0,1,78085
250,235,5,4,1,1,1,1,1,1,211874
316,306,5,3,1,1,1,1,1,3,258975
317,280,5,2,1,1,0,1,1,1,289960
190,182,3,4,0,0,1,0,0,1,104985
437,400,6,4,1,1,1,1,1,3,332295
185,166,3,2,1,1,0,0,1,2,142088
262,227,4,3,1,1,1,0,1,2,204335
121,116,1,2,0,0,0,0,0,0,86993
142,142,1,2,0,0,0,0,0,0,91326
193,190,4,4,1,1,1,1,1,3,171111
254,217,5,4,1,1,1,1,1,1,213973
219,200,4,3,1,1,0,1,0,2,178098
234,212,5,5,1,1,1,1,1,2,225592
131,122,1,1,1,0,0,0,0,0,76096
285,255,4,5,1,1,1,1,1,2,246527
246,238,5,5,1,1,1,1,1,2,214338
307,288,4,3,1,1,0,1,0,3,230459
341,309,5,5,1,1,1,0,1,2,256454
136,121,2,3,0,0,1,0,0,1,78004
164,164,3,4,1,0,1,0,0,1,93018
201,184,3,1,0,1,0,1,0,2,159221
234,208,4,4,1,1,1,1,1,2,208403
301,274,4,5,1,1,1,1,0,2,241302
340,297,5,3,1,1,1,1,0,1,261383
211,191,3,2,0,0,0,0,1,2,162132
236,201,4,3,1,1,1,1,0,2,198029
236,236,4,2,1,0,1,1,1,2,205344
244,227,4,5,1,1,0,1,0,2,193491
150,150,3,3,1,0,1,0,1,2,108845
158,153,3,4,1,0,1,0,1,1,113413
263,237,5,3,1,1,1,1,1,2,276248
265,249,4,2,1,1,1,1,1,2,238604
249,237,5,2,1,1,1,1,1,3,225150
130,111,1,2,1,1,1,0,0,0,132736
316,278,6,4,1,1,1,1,1,2,286490
244,232,4,3,1,1,0,1,1,2,234124
749,634,8,6,1,1,1,1,1,3,548638
145,144,2,2,0,0,1,0,0,0,79885
287,245,4,2,1,1,1,1,1,3,261277
459,453,7,8,1,1,1,1,1,3,355662
283,242,4,4,1,1,1,1,0,2,217434
315,276,6,7,1,1,1,1,1,3,241201
171,157,2,3,0,0,0,0,1,3,104600
223,199,4,2,1,1,1,1,1,2,208942
324,321,6,4,1,1,1,1,1,2,280902
356,339,5,3,1,1,1,1,1,2,290136
253,222,4,5,1,1,1,1,0,3,171624
152,151,2,1,0,0,1,0,0,2,110020
243,239,5,2,1,1,1,1,1,1,215344
239,206,5,3,1,1,1,1,1,2,232696
271,268,5,5,1,1,1,1,1,1,222069
163,157,2,3,0,1,0,1,0,2,117716
310,278,5,2,1,1,1,1,1,3,248061
309,296,5,5,1,1,1,0,1,2,281139
106,92,1,2,0,1,0,0,0,0,77242
124,109,2,2,0,1,0,1,0,1,96144
332,315,5,5,1,1,1,1,1,1,283062
170,168,2,1,0,0,0,0,0,1,117997
174,161,2,3,0,1,0,0,0,2,143707
166,157,3,4,1,1,0,1,0,1,142234
194,186,3,3,0,1,0,1,0,1,147751
105,92,1,1,0,1,1,0,0,0,75918
230,205,5,3,1,1,1,1,1,2,237996
113,109,1,2,0,0,0,0,0,0,69998
264,227,4,2,1,1,1,0,1,3,210022
303,289,4,2,1,1,1,1,1,2,235700
191,174,4,2,1,1,1,1,0,2,164552
176,176,3,3,1,0,1,0,1,2,136143
201,188,4,4,1,1,1,1,1,1,172663
336,331,5,4,1,1,1,1,0,2,242356
218,211,3,4,1,0,0,1,0,2,164862
256,226,5,2,1,1,1,0,1,3,223453
353,302,5,4,1,1,1,1,1,2,314937
165,143,3,2,0,1,1,0,0,1,130492
283,250,4,3,1,1,1,1,0,3,209475
275,250,4,2,1,1,1,1,1,1,253981
187,174,2,2,0,0,0,0,0,0,122973
208,193,3,1,1,1,1,0,1,2,178848
173,164,3,1,1,1,1,0,1,1,152778
238,220,4,2,1,1,1,1,0,2,159084
273,239,5,4,1,1,1,1,1,2,242476
444,391,7,4,1,1,1,1,1,2,370321
234,230,3,1,0,0,0,0,1,2,176067
349,348,5,2,0,1,1,1,1,2,293354
227,197,3,1,1,1,0,1,0,1,170692
229,225,3,2,1,0,0,1,1,1,189672
217,199,4,4,1,1,1,1,0,1,179488
254,245,4,3,1,1,1,1,1,2,222107
136,119,1,2,1,1,1,0,0,1,113053
199,198,4,2,1,1,0,1,0,1,146616
304,272,4,5,1,1,1,1,1,2,258200
105,95,1,1,0,0,0,0,0,1,77047
178,160,2,2,0,1,0,1,0,1,136187
227,197,3,2,0,1,0,0,1,1,164102
162,147,3,4,1,1,0,0,0,2,142259
216,215,4,2,1,1,1,1,1,1,192779
487,450,7,6,1,1,1,1,1,2,461636
228,227,3,1,1,0,1,0,1,1,162420
171,155,2,2,0,1,1,0,1,1,142013
305,269,5,2,1,1,1,1,1,2,258937
146,138,1,2,0,1,0,0,0,0,106005
146,126,2,3,0,0,0,0,0,2,102364
243,231,4,2,1,1,1,1,1,3,207652
295,252,4,5,1,1,1,1,1,3,259976
151,147,2,1,1,0,1,0,0,1,98780
170,162,2,1,0,1,0,0,0,0,131699
152,150,3,3,0,0,1,0,1,1,106401
306,302,4,4,1,1,1,1,1,2,251999
194,192,3,1,1,0,1,0,0,1,123154
208,206,3,4,0,0,0,1,1,2,165889
237,228,4,4,1,1,1,1,1,2,223996
212,194,3,1,1,0,0,1,0,1,153319
129,117,2,2,1,0,0,0,0,1,66225
215,202,4,3,1,1,1,0,0,2,152065
270,263,5,4,0,1,1,1,1,2,235804
131,116,2,1,0,1,0,0,0,2,80512
122,121,2,2,0,0,0,0,1,3,89528
338,294,5,5,1,1,1,0,0,2,226490
279,244,4,5,1,1,0,0,1,1,227249
232,232,5,3,1,1,1,1,1,3,221168
334,311,6,5,1,1,1,1,1,3,274794
727,642,8,9,1,1,1,1,1,3,549116
136,136,2,3,0,0,0,0,0,3,93004
160,157,3,4,0,0,0,1,0,2,98656
474,414,7,5,1,1,1,1,1,2,409104
128,111,2,1,0,0,0,1,0,0,106789
160,155,3,1,0,0,0,0,1,1,120754
167,152,3,4,0,1,0,1,1,2,145527
298,279,5,4,1,1,1,1,1,3,296593
196,176,3,3,1,0,0,1,0,2,157109
264,239,4,2,1,1,1,1,0,2,247760
293,283,5,5,1,1,1,1,1,2,295143
349,331,5,4,1,1,1,1,1,3,265041
126,126,1,1,0,0,0,0,0,1,85436
244,229,5,4,1,1,1,1,1,3,194840
290,265,4,3,1,1,1,1,1,1,234242
419,365,6,7,1,1,1,1,1,3,314949
572,566,7,4,1,1,1,1,1,2,492368
712,581,8,6,1,1,1,1,1,2,584052
117,115,1,2,0,0,0,0,1,2,94484
211,204,4,2,1,1,1,1,1,2,212640
301,280,5,3,0,1,1,1,1,3,244475
296,296,4,2,1,0,1,1,1,3,220878
553,492,7,8,1,1,1,1,1,3,452197
152,148,2,3,1,0,0,1,0,2,121000
214,192,4,5,1,1,1,0,1,3,167916
248,219,4,5,1,1,1,1,0,1,213618
216,199,4,5,1,1,1,1,1,3,184313
271,253,4,4,1,1,0,1,1,2,227511
338,303,6,4,1,1,1,1,1,3,277871
486,429,7,5,1,1,1,1,1,2,405910
190,182,3,4,0,0,0,1,1,1,150526
221,201,3,1,1,0,1,0,0,2,173058
400,375,6,5,1,1,1,1,1,3,344843
192,187,4,2,1,0,1,1,1,2,189899
297,272,5,4,1,1,1,1,1,2,251423
319,299,5,5,1,1,1,1,1,1,257139
142,123,1,2,0,0,0,0,0,0,99007
410,393,6,4,1,1,1,1,0,3,311092
270,247,4,4,1,1,0,0,1,1,175374
281,240,5,2,1,1,0,1,1,3,218205
129,115,1,1,0,1,0,1,0,0,112605
151,132,2,2,0,1,0,0,0,2,106164
317,292,5,2,1,1,1,1,1,3,250356
103,98,1,2,1,0,0,0,0,0,66248
265,235,4,4,1,1,1,0,1,2,203476
354,305,5,4,1,1,1,1,1,2,328425
434,413,6,4,1,1,1,1,1,3,349894
116,104,1,2,1,1,0,0,0,2,85198
197,189,4,5,0,1,1,1,1,2,171932
155,138,3,3,0,1,0,0,0,1,120624
187,187,2,3,0,0,0,0,0,1,116733
198,197,3,3,1,0,0,1,0,2,157043
257,247,5,4,1,1,1,1,1,3,241453
380,375,6,7,1,1,1,1,1,2,311732
286,274,5,4,1,1,1,0,1,3,233014
437,363,8,7,1,1,1,1,1,2,359654
168,149,3,1,0,1,1,0,0,1,124427
242,226,5,4,1,1,1,1,1,2,202827
133,116,1,2,0,1,0,0,0,0,96577
245,218,5,2,1,1,1,1,1,3,222083
241,214,4,3,1,1,1,0,0,3,170994
178,156,2,2,1,0,0,0,0,2,136898
152,148,2,2,0,0,0,1,1,2,137536
273,271,4,5,1,0,0,1,0,2,213309
110,96,1,1,0,0,0,1,0,0,64794
129,110,1,2,0,0,0,0,0,2,72606
186,160,3,2,1,1,1,0,0,1,151553
271,258,5,3,1,1,0,1,0,3,209898
309,302,4,2,1,1,1,1,1,2,253314
152,141,2,3,1,1,0,0,0,1,97118
149,142,1,1,0,0,0,0,0,2,94302
194,176,3,3,0,0,0,1,1,2,177614
201,173,4,2,1,1,1,1,1,3,187079
162,162,2,2,0,0,0,1,0,0,102256
122,115,1,2,0,0,0,1,0,0,77583
231,199,4,4,1,1,1,0,1,3,169035
340,321,5,5,1,1,1,1,1,3,268799
265,260,4,4,1,1,1,1,0,3,199874
225,197,3,3,1,0,1,0,0,2,144933
258,226,4,5,1,1,1,1,0,3,191623
286,270,4,2,1,1,1,0,1,2,249837
171,164,3,3,1,0,1,0,0,1,131756
335,309,5,4,1,1,1,1,1,2,297858
183,170,3,4,1,0,0,1,1,2,140458
177,173,2,3,0,0,0,1,1,1,147143
121,106,2,2,0,1,0,0,0,3,69323
330,304,5,2,1,1,1,1,1,1,283437
247,228,4,5,0,1,0,1,1,3,196586
273,263,5,4,1,1,0,1,1,3,219664
216,184,4,2,1,1,1,1,0,1,192933
248,213,5,4,1,1,0,1,1,3,221418
170,157,3,2,1,1,0,1,1,1,142873
390,357,6,6,1,1,1,1,1,3,308446
355,343,5,2,1,1,1,1,1,2,345256
137,121,2,1,0,1,0,0,0,1,91888
278,240,4,4,1,1,1,1,1,2,244847
390,382,6,4,1,1,1,1,1,3,310580
581,503,7,4,1,1,1,1,1,2,463288
140,119,1,2,1,1,0,0,0,0,98450
182,167,3,2,1,1,0,0,0,2,170187
269,229,5,4,1,1,1,1,0,3,193340
302,300,4,3,1,1,1,1,0,3,213107
252,236,4,5,1,1,0,1,0,1,182592
250,231,4,3,1,1,0,1,0,3,185927
310,269,5,4,1,1,1,1,1,2,279837
263,252,4,2,1,1,1,1,1,1,218874
105,95,1,1,0,0,0,0,0,0,55717
260,257,4,5,1,0,1,1,0,2,189921
102,97,1,2,0,0,0,0,0,0,61293
302,297,4,3,1,1,0,1,1,2,269499
140,133,1,1,0,1,0,0,0,2,98880
198,170,3,4,1,1,0,1,0,1,153942
177,157,3,4,0,0,0,1,1,1,137334
339,315,5,2,1,1,0,1,1,2,266119
264,225,4,4,1,1,1,1,1,1,226628
575,496,7,7,1,1,1,1,1,2,457882
260,223,4,5,1,1,1,1,1,1,234118
245,243,4,3,0,0,1,1,1,2,191562
160,141,2,2,1,1,1,0,0,1,107200
275,267,5,4,1,1,1,1,1,3,224300
213,206,4,2,1,1,1,1,0,1,166035
186,160,2,2,0,0,0,0,0,1,144103
268,242,4,2,1,1,1,1,0,3,197878
215,199,4,5,1,1,1,1,1,2,174762
200,200,4,2,1,0,1,1,1,1,196150
177,170,3,3,0,0,0,0,1,1,121039
260,226,4,4,0,1,1,1,1,1,213944
167,156,3,3,1,1,0,0,1,1,108308
246,242,4,3,0,1,1,1,1,2,245764
696,600,8,7,1,1,1,1,0,2,465443
304,290,5,2,1,1,1,0,1,3,242717
189,186,3,4,0,0,0,1,0,2,130817
231,214,3,4,1,1,0,0,0,1,163823
219,219,4,3,1,1,0,1,0,3,203727
269,253,5,2,1,1,1,1,1,3,265642
276,257,5,3,1,1,1,1,1,2,269725
332,301,6,7,1,1,1,1,1,3,264906
123,105,2,3,0,1,0,0,1,0,91729
343,315,5,5,1,1,1,0,1,2,258646
178,160,3,3,1,1,0,1,1,2,153486
138,123,1,1,1,1,1,0,0,0,126754
158,158,2,2,1,0,1,0,0,2,123602
160,157,3,4,1,0,0,0,1,2,115821
146,140,1,2,0,1,0,0,0,1,103121
237,207,3,1,0,0,0,0,0,1,143156
163,140,3,3,1,1,1,0,0,1,123621
333,301,5,2,1,1,0,1,1,1,257661
299,289,4,5,1,1,1,0,1,2,232859
168,159,2,1,0,0,0,1,1,0,125212
237,223,4,5,0,1,1,1,1,1,210292
112,111,1,1,0,0,0,0,0,2,77740
322,285,5,2,1,1,1,1,1,1,280434
249,219,4,3,1,1,1,0,1,2,189477
294,278,5,4,0,1,1,1,1,1,242052
460,393,7,5,1,1,1,1,1,2,401801
280,271,5,3,1,1,0,1,1,3,240660
300,298,4,3,0,1,1,1,1,1,253279
175,163,3,3,0,1,0,0,1,1,138130
234,224,3,2,0,1,0,0,1,2,184594
201,188,3,1,1,1,0,0,1,1,168055
349,297,5,3,1,1,1,1,1,3,311806
182,157,3,4,1,1,1,0,0,2,125834
441,410,6,5,1,1,1,1,1,2,377317
307,284,4,3,0,1,1,1,1,3,245729
349,325,6,4,1,1,1,1,1,3,293504
144,125,2,1,0,1,1,0,0,3,106515
205,181,3,2,1,1,0,1,1,1,178255
196,173,4,2,1,1,1,1,0,2,179503
311,304,5,5,1,1,1,1,1,3,274670
246,224,5,2,1,1,1,1,1,2,207832
270,246,4,4,0,1,1,1,0,3,184955
207,203,4,2,1,1,0,0,1,3,164986
122,104,1,2,0,0,0,0,0,2,84893
176,151,2,2,0,1,1,0,1,2,155583
276,247,4,3,0,1,1,1,1,1,247904
186,159,2,1,1,1,0,0,1,2,145244
251,215,4,4,1,1,1,1,1,3,211375
232,208,5,2,1,1,1,0,1,2,221211
341,328,5,3,1,1,1,1,1,1,286575
236,205,4,5,0,1,1,1,1,2,209809
302,276,5,4,1,1,1,1,1,1,260260
120,111,2,3,1,1,0,0,1,2,98955
201,184,4,4,0,1,1,0,1,2,174610
280,253,4,4,1,1,1,1,1,3,235390
273,259,4,3,1,1,0,0,0,1,161254
198,174,4,2,1,1,1,1,0,1,173087
183,160,2,2,0,1,0,0,0,0,141367
293,268,5,3,1,1,1,1,0,2,237112
345,315,5,3,1,1,1,1,1,1,303979
315,301,6,5,1,1,1,1,1,3,260354
182,164,3,1,1,0,0,0,1,2,146771
221,190,3,1,1,1,0,0,1,2,155618
219,211,4,2,1,1,1,1,1,2,199131
130,130,1,1,0,0,0,0,0,0,94429
355,326,5,3,1,1,1,1,1,2,303346
136,132,2,2,1,0,0,1,0,2,92415
243,237,5,4,1,1,1,1,1,3,203363
182,167,2,1,0,1,1,0,0,0,117077
226,216,3,3,0,1,0,0,1,1,190490
473,458,7,5,1,1,1,1,1,3,379043
795,656,8,5,1,1,1,0,1,2,644543
163,152,2,3,1,0,1,0,0,1,114833
431,376,7,8,1,1,1,1,1,2,389842
504,465,8,8,1,1,1,1,1,2,409801
305,305,4,5,1,0,1,1,1,1,244614
239,235,3,2,1,0,0,1,1,2,175611
224,222,4,4,1,1,1,1,1,2,208059
103,94,1,2,0,1,1,0,0,1,102382
211,204,4,4,1,1,1,1,1,3,173303
442,425,6,4,1,1,1,1,1,2,361545
240,220,3,3,0,0,0,0,1,1,172782
387,351,6,7,1,1,1,1,1,2,311792
500,400,8,7,1,1,1,1,1,3,423332
112,100,1,1,0,0,0,0,0,1,56449
100,90,1,2,0,1,0,0,0,2,55934
199,179,3,2,1,0,0,0,1,2,167103
112,103,1,1,1,0,1,0,0,0,85371
206,180,3,4,1,1,1,0,0,2,167932
289,277,4,4,1,1,1,1,0,2,222235
290,275,4,5,0,1,1,1,1,2,253505
149,142,2,3,0,1,0,0,0,0,98291
200,185,3,4,0,1,0,1,0,2,175630
190,178,2,3,0,1,1,0,0,1,138401
153,140,2,2,0,0,1,0,0,1,115849
169,162,3,3,0,1,1,0,0,2,114589
368,344,6,5,1,1,0,1,1,2,319371
214,192,3,2,1,1,1,0,1,1,187450
293,269,4,5,1,1,0,1,1,2,298551
253,230,4,3,0,1,1,1,1,2,224728
203,190,4,3,0,1,1,0,1,1,160754
240,240,3,4,1,0,1,0,0,2,191761
195,194,4,5,1,1,0,1,1,1,176233
147,125,2,3,0,1,0,1,0,2,120194
181,155,2,2,0,1,1,0,0,2,144047
309,299,4,5,1,1,0,1,0,1,215654
124,119,1,1,0,0,0,0,1,1,78707
179,158,3,3,1,0,1,0,1,2,146866
305,297,6,4,1,1,1,1,1,2,273920
324,278,6,6,1,1,1,1,0,3,256072
147,142,1,1,0,0,0,0,0,0,99336
354,353,6,4,1,1,1,1,1,2,301483
219,187,3,4,1,1,0,0,1,2,188074
215,196,3,1,1,1,0,1,0,2,162089
214,213,3,1,0,0,0,0,0,1,135486
247,231,5,2,1,1,1,0,1,2,199377
183,160,3,1,0,1,0,0,1,1,133510
422,363,6,4,1,1,1,1,1,3,343594
327,314,5,2,1,1,1,1,1,2,275940
216,207,3,3,0,1,1,0,1,2,171422
236,207,5,5,1,1,1,1,1,2,206156
197,196,4,2,0,0,1,1,0,3,143109
222,215,3,2,1,0,0,0,0,1,141155
